date	route_id	route_name	vehicle_type	time_of_day	boarding_count	alighting_count	fare_collected	delay_minutes	weather_condition	day_type
22-10-2023	R107	East-West Connector	Bus	Midday	150	126	309.3	0	Clear	Weekend
23-10-2023	R101	Central-Downtown	Bus	Morning Peak	115	88	210.7	0.6	Clear	Weekday
23-10-2023	R102	Suburb Express	Bus	Off-Peak	81	74	172.5	0.6	Clear	Weekday
23-10-2023	R103	University Loop	Metro	Morning Peak	93	65	299.5	0.1	Clear	Weekday
23-10-2023	R104	Airport Shuttle	Bus	Morning Peak	172	153	316.9	0.4	Rainy	Weekday
23-10-2023	R105	Waterfront Line	Light Rail	Off-Peak	69	55	183.5	1.2	Clear	Weekday
23-10-2023	R106	Night Owl	Bus	Evening Peak	120	109	229.8	7.9	Rainy	Weekday
23-10-2023	R107	East-West Connector	Metro	Morning Peak	201	179	636.7	0.7	Clear	Weekday
24-10-2023	R101	Central-Downtown	Metro	Off-Peak	106	97	292.7	0.6	Foggy	Weekday
24-10-2023	R102	Suburb Express	Bus	Morning Peak	103	77	209.4	0.5	Clear	Weekday
24-10-2023	R103	University Loop	Bus	Off-Peak	107	99	220.3	0.2	Clear	Weekday
24-10-2023	R104	Airport Shuttle	Bus	Off-Peak	79	65	142.2	0.3	Clear	Weekday
24-10-2023	R105	Waterfront Line	Light Rail	Morning Peak	150	130	354.1	0.6	Clear	Weekday
24-10-2023	R106	Night Owl	Metro	Morning Peak	197	173	581.5	1	Rainy	Weekday
24-10-2023	R107	East-West Connector	Bus	Off-Peak	35	29	66	0.5	Clear	Weekday
25-10-2023	R101	Central-Downtown	Bus	Off-Peak	63	50	135.3	0.7	Cloudy	Weekday
25-10-2023	R102	Suburb Express	Light Rail	Evening Peak	92	71	208.5	0.5	Foggy	Weekday
25-10-2023	R103	University Loop	Metro	Evening Peak	135	106	399.4	0.3	Clear	Weekday
25-10-2023	R104	Airport Shuttle	Bus	Evening Peak	85	68	163.6	0	Clear	Weekday
25-10-2023	R105	Waterfront Line	Bus	Morning Peak	165	145	342.9	0.8	Cloudy	Weekday
25-10-2023	R106	Night Owl	Bus	Evening Peak	156	135	342.4	0.3	Clear	Weekday
25-10-2023	R107	East-West Connector	Metro	Evening Peak	169	142	489.4	0	Clear	Weekday
26-10-2023	R101	Central-Downtown	Bus	Morning Peak	131	115	242.8	0.6	Clear	Weekday
26-10-2023	R102	Suburb Express	Light Rail	Morning Peak	194	177	498.2	0.1	Rainy	Weekday
26-10-2023	R103	University Loop	Light Rail	Morning Peak	162	135	440.3	0.5	Foggy	Weekday
26-10-2023	R104	Airport Shuttle	Metro	Evening Peak	82	53	248.6	0.8	Clear	Weekday
26-10-2023	R105	Waterfront Line	Bus	Morning Peak	219	196	401.4	0.1	Clear	Weekday
26-10-2023	R106	Night Owl	Bus	Off-Peak	61	53	128	0.3	Cloudy	Weekday
26-10-2023	R107	East-West Connector	Bus	Morning Peak	215	187	406.6	7.4	Stormy	Weekday
27-10-2023	R101	Central-Downtown	Metro	Morning Peak	156	132	445.3	1	Clear	Weekday
27-10-2023	R102	Suburb Express	Metro	Evening Peak	134	121	420.9	0.4	Cloudy	Weekday
27-10-2023	R103	University Loop	Metro	Evening Peak	163	150	525.5	0.3	Foggy	Weekday
27-10-2023	R104	Airport Shuttle	Bus	Evening Peak	84	62	166.9	0.1	Cloudy	Weekday
27-10-2023	R105	Waterfront Line	Metro	Evening Peak	185	162	607.3	1	Clear	Weekday
27-10-2023	R106	Night Owl	Bus	Morning Peak	224	201	449.3	0.4	Clear	Weekday
27-10-2023	R107	East-West Connector	Bus	Morning Peak	115	103	237.2	0.7	Clear	Weekday
28-10-2023	R101	Central-Downtown	Bus	Evening	182	162	391.9	0.2	Clear	Weekend
28-10-2023	R102	Suburb Express	Bus	Evening	64	35	130.2	0.1	Foggy	Weekend
28-10-2023	R103	University Loop	Bus	Midday	178	164	358.4	0.6	Cloudy	Weekend
28-10-2023	R104	Airport Shuttle	Bus	Evening	113	84	215.6	0.4	Clear	Weekend
28-10-2023	R105	Waterfront Line	Light Rail	Midday	133	119	361.4	0.4	Clear	Weekend
28-10-2023	R106	Night Owl	Bus	Midday	213	193	384.9	1.8	Clear	Weekend
28-10-2023	R107	East-West Connector	Metro	Midday	193	172	582.7	0.1	Clear	Weekend
29-10-2023	R101	Central-Downtown	Bus	Evening	123	113	257.4	0.1	Clear	Weekend
29-10-2023	R102	Suburb Express	Light Rail	Midday	213	193	552	0.5	Clear	Weekend
29-10-2023	R103	University Loop	Light Rail	Evening	153	143	390.2	0.9	Foggy	Weekend
29-10-2023	R104	Airport Shuttle	Metro	Evening	209	198	689.6	1.9	Clear	Weekend
29-10-2023	R105	Waterfront Line	Bus	Evening	160	140	344.2	0.2	Clear	Weekend
29-10-2023	R106	Night Owl	Metro	Evening	124	96	399.4	0.2	Clear	Weekend
29-10-2023	R107	East-West Connector	Metro	Midday	199	183	604.6	0.4	Clear	Weekend
30-10-2023	R101	Central-Downtown	Metro	Evening Peak	171	156	469.2	2.2	Rainy	Weekday
30-10-2023	R102	Suburb Express	Metro	Evening Peak	84	67	253	0	Clear	Weekday
30-10-2023	R103	University Loop	Bus	Morning Peak	190	166	382.6	2.9	Rainy	Weekday
30-10-2023	R104	Airport Shuttle	Light Rail	Evening Peak	188	168	423.7	4.6	Rainy	Weekday
30-10-2023	R105	Waterfront Line	Bus	Off-Peak	47	38	93.6	0.1	Clear	Weekday
30-10-2023	R106	Night Owl	Metro	Evening Peak	140	116	422.7	0	Clear	Weekday
30-10-2023	R107	East-West Connector	Metro	Morning Peak	91	71	252.4	0.8	Cloudy	Weekday
31-10-2023	R101	Central-Downtown	Bus	Morning Peak	183	170	360.5	0.8	Clear	Weekday
31-10-2023	R102	Suburb Express	Bus	Evening Peak	164	146	347.3	0.4	Rainy	Weekday
31-10-2023	R103	University Loop	Bus	Off-Peak	68	63	128.8	0.2	Cloudy	Weekday
31-10-2023	R104	Airport Shuttle	Light Rail	Evening Peak	112	99	260.4	0.1	Clear	Weekday
31-10-2023	R105	Waterfront Line	Bus	Off-Peak	78	68	141.1	1.9	Rainy	Weekday
31-10-2023	R106	Night Owl	Metro	Morning Peak	196	185	561.5	0.6	Clear	Weekday
31-10-2023	R107	East-West Connector	Bus	Evening Peak	188	168	412.9	0.1	Clear	Weekday
01-11-2023	R101	Central-Downtown	Metro	Evening Peak	180	157	514.6	1.8	Rainy	Weekday
01-11-2023	R102	Suburb Express	Bus	Morning Peak	238	222	435	0	Clear	Weekday
01-11-2023	R103	University Loop	Light Rail	Morning Peak	107	92	272.5	0.5	Rainy	Weekday
01-11-2023	R104	Airport Shuttle	Bus	Morning Peak	84	63	173.4	0.7	Clear	Weekday
01-11-2023	R105	Waterfront Line	Bus	Morning Peak	181	167	338.5	0.4	Rainy	Weekday
01-11-2023	R106	Night Owl	Metro	Morning Peak	183	162	532.3	3.2	Rainy	Weekday
01-11-2023	R107	East-West Connector	Light Rail	Morning Peak	87	70	229.2	0.6	Clear	Weekday
02-11-2023	R101	Central-Downtown	Bus	Morning Peak	154	129	308.4	0	Clear	Weekday
02-11-2023	R102	Suburb Express	Bus	Morning Peak	230	219	500.2	0.2	Clear	Weekday
02-11-2023	R103	University Loop	Bus	Evening Peak	211	196	457.4	2.4	Clear	Weekday
02-11-2023	R104	Airport Shuttle	Light Rail	Morning Peak	197	182	523.8	1.1	Clear	Weekday
02-11-2023	R105	Waterfront Line	Light Rail	Off-Peak	55	42	132.6	0.1	Clear	Weekday
02-11-2023	R106	Night Owl	Bus	Off-Peak	40	27	79.7	0.5	Clear	Weekday
02-11-2023	R107	East-West Connector	Bus	Off-Peak	83	76	162.6	0.2	Clear	Weekday
03-11-2023	R101	Central-Downtown	Bus	Morning Peak	122	109	223.5	0.1	Cloudy	Weekday
03-11-2023	R102	Suburb Express	Metro	Off-Peak	66	56	178.2	0.5	Clear	Weekday
03-11-2023	R103	University Loop	Bus	Morning Peak	86	75	170.6	2.6	Clear	Weekday
03-11-2023	R104	Airport Shuttle	Bus	Evening Peak	110	92	232.4	0.1	Clear	Weekday
03-11-2023	R105	Waterfront Line	Metro	Evening Peak	104	87	331.6	0.7	Rainy	Weekday
03-11-2023	R106	Night Owl	Metro	Evening Peak	194	165	570.9	0.9	Rainy	Weekday
03-11-2023	R107	East-West Connector	Metro	Evening Peak	69	54	197.1	0.1	Cloudy	Weekday
04-11-2023	R101	Central-Downtown	Metro	Midday	181	167	592.9	0.1	Clear	Weekend
04-11-2023	R102	Suburb Express	Metro	Midday	187	174	601.9	0.5	Clear	Weekend
04-11-2023	R103	University Loop	Light Rail	Evening	153	134	404.3	1.6	Cloudy	Weekend
04-11-2023	R104	Airport Shuttle	Metro	Midday	61	36	174	0	Cloudy	Weekend
04-11-2023	R105	Waterfront Line	Light Rail	Midday	133	116	314.3	0.3	Cloudy	Weekend
04-11-2023	R106	Night Owl	Light Rail	Midday	146	132	332	0.7	Clear	Weekend
04-11-2023	R107	East-West Connector	Metro	Evening	122	108	366.6	0.3	Clear	Weekend
05-11-2023	R101	Central-Downtown	Light Rail	Evening	99	71	231.4	0.5	Clear	Weekend
05-11-2023	R102	Suburb Express	Metro	Midday	180	155	590.5	0.7	Clear	Weekend
05-11-2023	R103	University Loop	Metro	Midday	160	134	456.5	0	Clear	Weekend
05-11-2023	R104	Airport Shuttle	Light Rail	Midday	98	85	234.8	1.8	Stormy	Weekend
05-11-2023	R105	Waterfront Line	Metro	Evening	153	142	424.9	1.3	Clear	Weekend
05-11-2023	R106	Night Owl	Bus	Midday	189	162	411.5	0.1	Clear	Weekend
05-11-2023	R107	East-West Connector	Bus	Evening	134	118	286.6	0.1	Foggy	Weekend
06-11-2023	R101	Central-Downtown	Metro	Evening Peak	119	102	361.1	0	Clear	Weekday
06-11-2023	R102	Suburb Express	Bus	Evening Peak	129	107	240.7	0.6	Clear	Weekday
06-11-2023	R103	University Loop	Light Rail	Morning Peak	127	106	332.3	0.4	Clear	Weekday
06-11-2023	R104	Airport Shuttle	Metro	Morning Peak	118	102	359.5	0.3	Cloudy	Weekday
06-11-2023	R105	Waterfront Line	Bus	Evening Peak	103	89	221.7	0.1	Clear	Weekday
06-11-2023	R106	Night Owl	Light Rail	Evening Peak	98	75	250.7	0.2	Clear	Weekday
06-11-2023	R107	East-West Connector	Metro	Evening Peak	185	159	500.7	2.8	Rainy	Weekday
07-11-2023	R101	Central-Downtown	Metro	Evening Peak	216	202	599.4	0.5	Clear	Weekday
07-11-2023	R102	Suburb Express	Metro	Morning Peak	146	131	430.3	0	Rainy	Weekday
07-11-2023	R103	University Loop	Metro	Morning Peak	216	187	635.3	0.4	Cloudy	Weekday
07-11-2023	R104	Airport Shuttle	Metro	Morning Peak	177	166	541.6	0	Rainy	Weekday
07-11-2023	R105	Waterfront Line	Bus	Evening Peak	125	103	262.3	0.5	Stormy	Weekday
07-11-2023	R106	Night Owl	Light Rail	Evening Peak	183	157	451.5	0.1	Clear	Weekday
07-11-2023	R107	East-West Connector	Metro	Evening Peak	216	206	637.8	3.1	Rainy	Weekday
08-11-2023	R101	Central-Downtown	Bus	Evening Peak	101	76	190	1.9	Clear	Weekday
08-11-2023	R102	Suburb Express	Bus	Evening Peak	214	192	452.2	1	Clear	Weekday
08-11-2023	R103	University Loop	Bus	Morning Peak	222	193	470.9	0.3	Clear	Weekday
08-11-2023	R104	Airport Shuttle	Bus	Morning Peak	185	173	365.3	2.9	Rainy	Weekday
08-11-2023	R105	Waterfront Line	Bus	Evening Peak	208	179	429.1	0.1	Stormy	Weekday
08-11-2023	R106	Night Owl	Bus	Morning Peak	106	83	201.4	0.7	Clear	Weekday
08-11-2023	R107	East-West Connector	Bus	Evening Peak	154	132	329.8	0.5	Clear	Weekday
09-11-2023	R101	Central-Downtown	Metro	Morning Peak	190	174	522.9	0.7	Clear	Weekday
09-11-2023	R102	Suburb Express	Metro	Morning Peak	160	141	511.5	0.5	Cloudy	Weekday
09-11-2023	R103	University Loop	Bus	Off-Peak	100	89	187.9	0.3	Clear	Weekday
09-11-2023	R104	Airport Shuttle	Light Rail	Evening Peak	220	210	511.6	0.1	Clear	Weekday
09-11-2023	R105	Waterfront Line	Light Rail	Evening Peak	139	119	317.5	1.6	Rainy	Weekday
09-11-2023	R106	Night Owl	Bus	Evening Peak	197	183	429.1	0.6	Cloudy	Weekday
09-11-2023	R107	East-West Connector	Bus	Evening Peak	157	136	286.5	0.8	Clear	Weekday
10-11-2023	R101	Central-Downtown	Bus	Morning Peak	232	216	498.5	0.7	Clear	Weekday
10-11-2023	R102	Suburb Express	Metro	Morning Peak	112	94	340	0.4	Cloudy	Weekday
10-11-2023	R103	University Loop	Metro	Morning Peak	71	50	214.6	0.1	Clear	Weekday
10-11-2023	R104	Airport Shuttle	Metro	Off-Peak	89	82	263.9	0.1	Clear	Weekday
